URS0000C93932	ZWD	NC_008357.1/80290-80170	287	ncRNA	
URS0000D6769E	ZWD	NZ_JH376463.1/143717-143786	287	ncRNA	
URS0000D68612	ZWD	NC_009739.1/22315-22194	287	ncRNA	
URS0000D6AFB6	ZWD	NZ_JH376468.1/127629-127538	287	ncRNA	
URS0000D68C42	ZWD	NC_015740.1/4342442-4342356	316	ncRNA	
URS0000D6C17D	ZWD	NC_015740.1/2484590-2484656	316	ncRNA	
URS0000824ED3	ZWD	NC_010688.1/2821286-2821433	340	ncRNA	
URS0000D66FBD	ZWD	NC_010688.1/2478309-2478392	340	ncRNA	
URS0000633E6D	ZWD	NZ_AAAU03000001.1/851854-851768	354	antisense_RNA	
URS00006E0D0B	ZWD	NZ_AAAU03000001.1/218429-218539	354	ncRNA	
URS00006EA43A	ZWD	NZ_AAAU03000001.1/1076949-1077035	354	antisense_RNA	
URS0000D671D4	ZWD	NZ_AAAU03000002.1/309629-309521	354	ncRNA	
URS0000D672D3	ZWD	NZ_AAAU03000001.1/1332545-1332276	354	ncRNA	
URS0000D6899E	ZWD	NZ_AAAU03000004.1/179284-179172	354	ncRNA	
URS0000D6B82C	ZWD	NZ_AAAU03000015.1/28165-28290	354	ncRNA	
URS0000D6CF6D	ZWD	NZ_AAAU03000006.1/163403-163616	354	ncRNA	
URS0000D6D326	ZWD	NZ_AAAU03000001.1/771062-770978	354	antisense_RNA	
URS0000D6AE34	ZWD	NC_012586.1/1903428-1903365	394	ncRNA	
URS0000D6B143	ZWD	NC_012587.1/458338-458416	394	ncRNA	
URS0000D66C48	ZWD	NC_008459.1/39467-39348	520	ncRNA	
URS0000D66484	ZWD	NZ_ADWZ01000021.1/53667-53758	549	ncRNA	
URS0000D6B357	ZWD	NZ_ADWZ01000004.1/257720-257649	549	ncRNA	
URS0000677A52	ZWD	NC_007635.1/97837-97750	562	antisense_RNA	
URS0000D65FFE	ZWD	NC_006860.1/348-565	666	ncRNA	
URS0000D6C673	ZWD	NC_010897.1/3212-3429	666	ncRNA	
URS0000D65AC8	ZWD	NZ_JH976028.1/51865-51760	669	ncRNA	
URS0000D66645	ZWD	NZ_JH976035.1/94026-93863	669	ncRNA	
URS0000D67ECE	ZWD	NZ_JH975998.1/29774-29823	669	ncRNA	
URS0000D69E30	ZWD	NZ_JH975965.1/2335-2247	669	ncRNA	
URS0000D69EF7	ZWD	NC_021808.1/4972-4755	669	ncRNA	
URS0000D69C9C	ZWD	NZ_GL945046.1/259816-259768	817	ncRNA	
URS0000D6A2F7	ZWD	NZ_GL945046.1/31135-31042	817	ncRNA	
URS0000D6C886	ZWD	NZ_ACWI01000038.1/152626-152591	817	ncRNA	
URS0000D6908B	ZWD	NC_003091.1/1435-1689	851	ncRNA	
URS0000D6D232	ZWD	NC_011769.1/2921429-2921375	883	ncRNA	
URS00006772FB	ZWD	NC_000911.1/3398354-3398286	1148	ncRNA	
URS0000680598	ZWD	NC_000911.1/2730521-2730588	1148	ncRNA	
URS0000BF8973	ZWD	NC_000911.1/458952-458891	1148	ncRNA	
URS0000D6B7E3	ZWD	NC_000911.1/1558977-1558901	1148	ncRNA	
URS000068CFF1	ZWD	NC_004832.1/264-324	1254	ncRNA	
URS0000D66DA2	ZWD	NC_002757.1/5167-5510	1309	ncRNA	
URS0000D6782D	ZWD	NC_019238.1/5164-5508	1309	ncRNA	
URS0000D684CE	ZWD	NC_002810.1/480-137	1309	ncRNA	
URS000064DC07	ZWD	NC_009435.1/22275-22170	1358	ncRNA	
URS000065045A	ZWD	NC_008436.1/3235-3340	1358	ncRNA	
URS0000652756	ZWD	NC_003101.1/6099-5994	1358	ncRNA	
URS000068F2A9	ZWD	NC_002799.1/2486-2593	1358	ncRNA	
URS000069E21E	ZWD	NC_004981.2/245-352	1358	ncRNA	
URS00006FD85D	ZWD	NC_000906.2/6041-6146	1358	ncRNA	
URS00006C7D1F	ZWD	NC_002137.1/39289-39184	1359	ncRNA	
URS00006D3656	ZWD	NC_002137.1/4166-4061	1359	ncRNA	
URS00006FD85D	ZWD	NC_004847.1/3083-3188	1359	ncRNA	
URS000072A76A	ZWD	NC_004966.1/6908-7013	1360	ncRNA	
URS0000628037	ZWD	NC_005703.1/594-660	1405	ncRNA	
URS00006E87B9	ZWD	NC_005704.1/3044-3110	1405	ncRNA	
URS000071B29F	ZWD	NC_006870.1/3291-3366	1405	ncRNA	
URS0000726D6F	ZWD	NC_006869.1/120-192	1405	ncRNA	
URS0000D665B6	ZWD	NZ_JH792253.1/289457-289391	1405	ncRNA	
URS00006DE7F3	ZWD	NC_001858.1/104-159	1408	ncRNA	
URS00006E4CEB	ZWD	NC_004932.1/376-432	1408	ncRNA	
URS000063E192	ZWD	NC_001764.1/5114-5169	1423	ncRNA	
URS000065566C	ZWD	NC_001766.1/6354-6409	1423	ncRNA	
URS000068FD7B	ZWD	NC_001765.1/5173-5228	1423	ncRNA	
URS000068FD7B	ZWD	NC_002075.1/6989-7044	1423	ncRNA	
URS000068FD7B	ZWD	NC_006825.1/5969-6024	1423	ncRNA	
URS0000D6609B	ZWD	NC_001766.1/6261-6190	1423	ncRNA	
URS000068DA67	ZWD	NC_001446.1/6441-6496	1428	ncRNA	
URS0000D6770A	ZWD	NC_002091.1/5075-5141	1430	ncRNA	
URS0000D665FA	ZWD	NC_014614.1/756363-756430	1511	ncRNA	
URS0000D6A47C	ZWD	NC_014614.1/2452152-2451952	1511	ncRNA	
